;MODEL;MODEL_INDEX;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY_FACTOR;PAST_HISTORY;BATCH_SIZE;EPOCHS;STEPS;OPTIMIZER;LEARNING_RATE;NORMALIZATION;TEST_TIME;TRAINING_TIME;mae_train;mae_test;LOSS;VAL_LOSS
415;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;60;60;32;20;31;Adam;0.01;None;0.0020136833190917;3.688603639602661;0.0007753985828773;0.0017827287688528;[0.03817988932132721, 0.005989584140479565, 0.0022125253453850746, 0.0019196390639990568, 0.00232563610188663, 0.0019383190665394068, 0.0017581555293872952, 0.001573550864122808, 0.0016228480963036418, 0.0012144926004111767, 0.0009703147225081921, 0.0012459735153242946, 0.0012875186512246728, 0.0008414211333729327, 0.0013621192192658782, 0.0009044917533174157, 0.0009848113404586911, 0.0009514418779872358, 0.0005593152018263936, 0.001474777003750205];[0.03526558727025986, 0.004944386426359415, 0.0020552976056933403, 0.0031572547741234303, 0.003541481215506792, 0.0038982827682048082, 0.0032010297290980816, 0.0030261867213994265, 0.002400894183665514, 0.0010854281717911363, 0.002015448408201337, 0.0016680448316037655, 0.0017166028264909983, 0.0013532134471461177, 0.0012099456507712603, 0.0006801957497373223, 0.0009394642547704279, 0.0008937694365158677, 0.0006880218279547989, 0.001782745122909546]
416;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;60;60;32;20;31;Adam;0.01;None;0.0036172866821289;4.872735261917114;0.0009180779238924;0.0010499775894728;[0.0075169699266552925, 0.001099198590964079, 0.0007444556686095893, 0.000686229788698256, 0.0005685486830770969, 0.0004895968595519662, 0.0006834892556071281, 0.0010179015807807446, 0.001212763017974794, 0.0006129457033239305, 0.0005639864830300212, 0.0006945190252736211, 0.0007346352213062346, 0.00031039075111038983, 0.0009658912313170731, 0.0012498615542426705, 0.0006957308505661786, 0.0012223273515701294, 0.0007919019553810358, 0.0005739104235544801];[0.0006973742856644094, 0.0010156364878639579, 0.0008094148943200707, 0.001108271419070661, 0.0008677146397531033, 0.0006016208208166063, 0.0013363397447392344, 0.0014537508832290769, 0.0020371554419398308, 0.00027775042690336704, 0.00043114920845255256, 0.0007913608569651842, 0.000545172777492553, 0.0002226631186204031, 0.0008531657513231039, 0.0007473668665625155, 0.0012444923631846905, 0.0021162708289921284, 0.0002951313217636198, 0.0010499777272343636]
417;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;60;60;32;20;31;Adam;0.01;None;0.0036323070526123;4.85164999961853;0.0013306988350324;0.0012924745969327;[0.015448185615241528, 0.0011755800805985928, 0.0011120951967313886, 0.0013373923720791936, 0.0015813647769391537, 0.0010393678676337004, 0.0006255957414396107, 0.0007197934319265187, 0.0011720468755811453, 0.0013613216578960419, 0.0012854385422542691, 0.0008636743295937777, 0.0004689752822741866, 0.0004562413669191301, 0.00047886851825751364, 0.0010468583786860108, 0.0011721414048224688, 0.0011761318892240524, 0.0010900733759626746, 0.0011058816453441978];[0.003940668422728777, 0.0020467103458940983, 0.001195453922264278, 0.0019606209825724363, 0.0015906115295365453, 0.0004027323448099196, 0.0005425328854471445, 0.0011794468155130744, 0.0013826745562255383, 0.0019306015456095338, 0.0005307123647071421, 0.0002729431726038456, 0.0002928480098489672, 0.0002636598073877394, 0.0013757996493950486, 0.0007364907069131732, 0.0013101648073643446, 0.0009621686185710132, 0.0004839169851038605, 0.0012924724724143744]
418;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;60;60;32;20;31;Adam;0.01;None;0.8338413238525391;6.58275842666626;0.0017543099335242;0.0043524655464521;[0.10792765021324158, 0.041939277201890945, 0.024273905903100967, 0.021862145513296127, 0.01305232010781765, 0.012131215073168278, 0.011996425688266754, 0.006035603117197752, 0.004255852196365595, 0.0036438077222555876, 0.005834171548485756, 0.004070567898452282, 0.004572222009301186, 0.0027903602458536625, 0.004072776064276695, 0.0037517284508794546, 0.00492902984842658, 0.0025444114580750465, 0.0016010974068194628, 0.0026101574767380953];[0.1260356456041336, 0.03384648263454437, 0.0984896793961525, 0.06722870469093323, 0.012757685966789722, 0.06982062011957169, 0.01033877581357956, 0.016262216493487358, 0.020232824608683586, 0.0072409710846841335, 0.006987973116338253, 0.02827485091984272, 0.011111767962574959, 0.017562761902809143, 0.010162380523979664, 0.03090176358819008, 0.004142767284065485, 0.007936138659715652, 0.005715554114431143, 0.004352465271949768]
419;mlp;0;{'hidden_layers': [32, 16, 8]};1;60;60;32;20;31;Adam;0.01;None;0.0012493133544921;1.7661972045898438;0.0018597449473019;0.0026024769671559;[0.2114616483449936, 0.010734071023762226, 0.004759303294122219, 0.00222524325363338, 0.0021892408840358257, 0.0035295002162456512, 0.002815401880070567, 0.002465479774400592, 0.0024853891227394342, 0.002882574684917927, 0.002258137334138155, 0.0028299326077103615, 0.004546976648271084, 0.0024836824741214514, 0.001784463762305677, 0.002055102027952671, 0.0018141692271456122, 0.0017498380038887262, 0.0020515848882496357, 0.0013952053850516677];[0.03091110661625862, 0.005274467170238495, 0.0069686067290604115, 0.0035520291421562433, 0.001964535331353545, 0.0033883629366755486, 0.0011788499541580677, 0.0035613307263702154, 0.001952759688720107, 0.00437345402315259, 0.0014383663656190038, 0.004925305489450693, 0.0018147093942388892, 0.0011899423552677035, 0.0009347517625428736, 0.002572835423052311, 0.001779231708496809, 0.0021890830248594284, 0.002283107489347458, 0.0026022314559668303]
420;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;60;60;64;20;16;Adam;0.001;None;0.0020372867584228;3.283432722091675;0.0013555263916945;0.0020919940982329;[0.022281592711806297, 0.011546711437404156, 0.008186882361769676, 0.007193671073764563, 0.006207913625985384, 0.005647891201078892, 0.005353803280740976, 0.004663598723709583, 0.004292826168239117, 0.0044475821778178215, 0.0036035599187016487, 0.003169625997543335, 0.0029652868397533894, 0.0027360692620277405, 0.002314335200935602, 0.002087951637804508, 0.0018834781367331743, 0.0021167548839002848, 0.0014388677664101124, 0.0019732527434825897];[0.015584087930619717, 0.007385813165456057, 0.008969608694314957, 0.00656371982768178, 0.005705809220671654, 0.00597505085170269, 0.005004607606679201, 0.004927628207951784, 0.0047790054231882095, 0.00470725866034627, 0.0036470384802669287, 0.0033103968016803265, 0.005822955165058374, 0.0032573887147009373, 0.0030296565964818, 0.002846246585249901, 0.003947557881474495, 0.0025164331309497356, 0.0020273393020033836, 0.002092139096930623]
421;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;60;60;64;20;16;Adam;0.001;None;0.0019488334655761;3.2693099975585938;0.0015440176104845;0.0024276112718037;[0.013896963559091091, 0.010125532746315002, 0.007994506508111954, 0.006980397272855043, 0.005900453310459852, 0.0050238436087965965, 0.004407173488289118, 0.0041488101705908775, 0.00358493160456419, 0.0033227300737053156, 0.002792200306430459, 0.0022549182176589966, 0.002062432235106826, 0.0019296983955428004, 0.0016673849895596504, 0.001939423382282257, 0.0022307788021862507, 0.001327672740444541, 0.0012233622837811708, 0.0010693488875404];[0.010868871584534645, 0.009381277486681938, 0.009207948110997677, 0.007886168546974659, 0.006120272446423769, 0.007418910041451454, 0.006368280854076147, 0.003809889080002904, 0.006476957816630602, 0.0036892490461468697, 0.002933640731498599, 0.0026412191800773144, 0.0023245972115546465, 0.002095741219818592, 0.003031868953257799, 0.0021490599028766155, 0.0017949850298464298, 0.0015231696888804436, 0.001897125504910946, 0.002427630824968219]
422;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;60;60;64;20;16;Adam;0.001;None;0.0034880638122558;4.269635915756226;0.000278065344738;0.0004297368980395;[0.00336646125651896, 0.0018251854926347733, 0.0013069412671029568, 0.0009211207507178187, 0.0007282854057848454, 0.0006325248978100717, 0.0005817635683342814, 0.000496572582051158, 0.00048093017539940774, 0.0005266716470941901, 0.0004403990460559726, 0.00039033053326420486, 0.0004444392689038068, 0.0002905750006902963, 0.00034239472006447613, 0.00032346666557714343, 0.00035541734541766346, 0.00046364773879759014, 0.00035181205021217465, 0.0002693958522286266];[0.00208525569178164, 0.0014672669349238276, 0.0013108785497024655, 0.0014981789281591773, 0.000759576098062098, 0.000613128300756216, 0.0005895821377635002, 0.0008829186554066837, 0.0004396535223349929, 0.000681866891682148, 0.0004451190761756152, 0.00035877927439287305, 0.00032881522201932967, 0.0003120547335129231, 0.0003277472569607198, 0.00033363769762218, 0.0008824547985568643, 0.00040850223740562797, 0.0005394504405558109, 0.0004297299310564995]
423;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;60;60;64;20;16;Adam;0.001;None;0.0034294128417968;4.290212631225586;0.0006452443933438;0.0002631611666631;[0.0048956116661429405, 0.0021612420678138733, 0.0013951940927654505, 0.001221103360876441, 0.0009176250314339995, 0.0007377114379778504, 0.0005941989365965128, 0.0006376922829076648, 0.0005299592157825828, 0.0004506573313847184, 0.00037458029692061245, 0.0004853862919844687, 0.0003368495381437242, 0.0004817374574486166, 0.0003978816093876958, 0.00028834809199906886, 0.00029214733513072133, 0.00030524321482516825, 0.00029733951669186354, 0.0003322887932881713];[0.0026656831614673138, 0.0018480104627087712, 0.0012204117374494672, 0.000981273828074336, 0.0010316851548850536, 0.0010306715266779065, 0.0010348035721108317, 0.0006410453352145851, 0.001340951886959374, 0.0004676772514358163, 0.0007337298593483865, 0.0003389541816432029, 0.0003075392742175609, 0.00037895789137110114, 0.0003573096473701298, 0.0007466467213816941, 0.0002554871025495231, 0.0002686218358576298, 0.0007784201297909021, 0.0002631565439514816]
424;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;60;60;64;20;16;Adam;0.001;None;0.8267550468444824;6.386408090591431;0.0120094450759873;0.0103646256424946;[0.09054993838071823, 0.04811179265379906, 0.03777536004781723, 0.03156594559550285, 0.028956536203622818, 0.02531411126255989, 0.023397043347358704, 0.021783970296382904, 0.021658023819327354, 0.019453587010502815, 0.018428295850753784, 0.01730276830494404, 0.016376642510294914, 0.014903374016284943, 0.014449180103838444, 0.013281982392072678, 0.013764365576207638, 0.011888786219060421, 0.012529800646007061, 0.01358246710151434];[0.045192401856184006, 0.03683227673172951, 0.03244858235120773, 0.03487881273031235, 0.029469674453139305, 0.026384754106402397, 0.024901509284973145, 0.023805221542716026, 0.023317305371165276, 0.019442295655608177, 0.019494378939270973, 0.029300734400749207, 0.016511403024196625, 0.016862299293279648, 0.01921120658516884, 0.013901766389608383, 0.013480319641530514, 0.015817461535334587, 0.012389186769723892, 0.010364626534283161]
425;mlp;0;{'hidden_layers': [32, 16, 8]};1;60;60;64;20;16;Adam;0.001;None;0.0011489391326904;1.4586238861083984;0.0054724025320106;0.0063216076063613;[0.13232852518558502, 0.07379830628633499, 0.0522422231733799, 0.04216787591576576, 0.03634987398982048, 0.031144989654421806, 0.027107639238238335, 0.023648235946893692, 0.019331080839037895, 0.017882391810417175, 0.01383708231151104, 0.011597361415624619, 0.009827343747019768, 0.01072582695633173, 0.008994754403829575, 0.007689816411584616, 0.0061569493263959885, 0.005096058826893568, 0.004899300169199705, 0.004219576716423035];[0.07121387869119644, 0.06361989676952362, 0.04516373202204704, 0.04080771282315254, 0.033419784158468246, 0.02983846515417099, 0.023008057847619057, 0.018765708431601524, 0.016371548175811768, 0.016746675595641136, 0.011184735223650932, 0.009091432206332684, 0.017712971195578575, 0.009968015365302563, 0.006780316587537527, 0.005557912867516279, 0.009381559677422047, 0.004766928497701883, 0.004046114161610603, 0.0063275182619690895]
426;lstm;0;{'layers': 1, 'units': 32, 'return_sequence': True};1;60;60;64;20;16;Adam;0.01;None;0.0021843910217285;3.30801773071289;0.0004834625024677;0.0006964111767649;[0.04529896378517151, 0.010915993712842464, 0.00332092447206378, 0.0020972362253814936, 0.0009575001313351095, 0.0008933066274039447, 0.0007092945161275566, 0.0008227807120420039, 0.0005417293286882341, 0.0007562210666947067, 0.0005579020944423974, 0.000796893669757992, 0.0008024011040106416, 0.0010138088837265968, 0.0007288025808520615, 0.0007104632095433772, 0.0009644465753808618, 0.0008265915676020086, 0.0005073106731288135, 0.0004481579235289246];[0.03610694780945778, 0.0064374967478215694, 0.01120831724256277, 0.0023699405137449503, 0.0018141074106097221, 0.0014957886887714267, 0.001542315585538745, 0.0011464523850008845, 0.0014568193582817912, 0.0013523190282285213, 0.0008628853247500956, 0.0009608217515051365, 0.0011507599847391248, 0.0009943642653524876, 0.0009166343952529132, 0.001178764272481203, 0.001618400914594531, 0.0007005360093899071, 0.0009965617209672928, 0.0006964111234992743]
427;lstm;1;{'layers': 1, 'units': 32, 'return_sequence': False};1;60;60;64;20;16;Adam;0.01;None;0.0019764900207519;3.3046233654022217;0.0010526749331836;0.0024779091734943;[0.05477116256952286, 0.012306957505643368, 0.004239971283823252, 0.0026367867831140757, 0.001521963276900351, 0.001845365623012185, 0.0013817917788401246, 0.0016671923222020268, 0.0018385316943749785, 0.002748275175690651, 0.0017139010597020388, 0.0031211678870022297, 0.002251862548291683, 0.001310934079810977, 0.000965702929534018, 0.0008663843618705869, 0.0023013006430119276, 0.0019835245329886675, 0.000856832426507026, 0.0007526255212724209];[0.02459757775068283, 0.02834397926926613, 0.007590709254145622, 0.0031907865777611732, 0.00787966139614582, 0.0025915210135281086, 0.003182709217071533, 0.005307574290782213, 0.005280895158648491, 0.0019744497258216143, 0.006602844689041376, 0.006576882675290108, 0.00501905707642436, 0.005192846059799194, 0.002326713176444173, 0.002574651502072811, 0.004977162927389145, 0.0018802937120199203, 0.0023436928167939186, 0.002477925270795822]
428;lstm;2;{'layers': 2, 'units': 32, 'return_sequence': True};1;60;60;64;20;16;Adam;0.01;None;0.0035805702209472;4.297997236251831;0.0002593904392281;0.0002972972977032;[0.017333827912807465, 0.002064343774691224, 0.0022430019453167915, 0.0017188462661579251, 0.0012152811978012323, 0.0009389330516569316, 0.0008720049518160522, 0.001208505593240261, 0.0011439269874244928, 0.001159781008027494, 0.0011242363834753633, 0.0007202106062322855, 0.0004849252291023731, 0.00032122695120051503, 0.00029671701486222446, 0.0006424822495318949, 0.0004967835848219693, 0.000263718597125262, 0.00032470820588059723, 0.0002870058815460652];[0.015142311342060566, 0.001473303884267807, 0.003338608890771866, 0.0011587217450141907, 0.0004196991794742644, 0.0004457489703781903, 0.001377493143081665, 0.0005690249963663518, 0.001368650351651013, 0.00218619080260396, 0.0008859220542944968, 0.0010586902499198914, 0.0004765499907080084, 0.00038993291673250496, 0.0005031319451518357, 0.0007156828069128096, 0.0005500449915416539, 0.0002619157894514501, 0.0005951282219029963, 0.00029729632660746574]
429;lstm;3;{'layers': 2, 'units': 32, 'return_sequence': False};1;60;60;64;20;16;Adam;0.01;None;0.0035521984100341;4.308063507080078;0.000400656346947;0.0007074524282122;[0.019021976739168167, 0.0037857990246266127, 0.001856536022387445, 0.0005127388285472989, 0.0007078914786688983, 0.0016035442240536213, 0.0021182126365602016, 0.0025512618012726307, 0.0006497529102489352, 0.00035785353975370526, 0.00034614565083757043, 0.00036966180778108537, 0.0007857290911488235, 0.0008363088127225637, 0.0008143485174514353, 0.0007669511251151562, 0.0007326810155063868, 0.0007602000259794295, 0.0007308952626772225, 0.0006648300914093852];[0.012610461562871933, 0.001517264754511416, 0.0018990912940353155, 0.00032307353103533387, 0.000452387728728354, 0.004478240851312876, 0.0018142462940886617, 0.002169337822124362, 0.0002756511385086924, 0.00037008433719165623, 0.00045338922063820064, 0.00023250859521795064, 0.0005574881215579808, 0.0010340786539018154, 0.0006404037703759968, 0.0008856172789819539, 0.0009186939569190145, 0.0005355616449378431, 0.0004995274939574301, 0.0007074616733007133]
430;cnn;0;{'conv_blocks': [[16, 3, 2]]};1;60;60;64;20;16;Adam;0.01;None;0.8341448307037354;6.387033939361572;0.0005551736048087;0.000878639297292;[0.15533176064491272, 0.03538542985916138, 0.01994260773062706, 0.008797175250947475, 0.005482268985360861, 0.004570053890347481, 0.0037751412019133568, 0.0035417641047388315, 0.0028166307602077723, 0.0025265291333198547, 0.0015143250348046422, 0.0013977570924907923, 0.0010481554782018065, 0.0017371367430314422, 0.0018643978983163834, 0.0014682906912639737, 0.0006295087514445186, 0.0007105817785486579, 0.0005585237522609532, 0.0005062572308816016];[0.18642260134220123, 0.032363973557949066, 0.029635751619935036, 0.020822569727897644, 0.026494400575757027, 0.00895682256668806, 0.007377090863883495, 0.008441470563411713, 0.006547116674482822, 0.005620145238935947, 0.009495127946138382, 0.0032594790682196617, 0.0051584867760539055, 0.0022746436297893524, 0.003076092805713415, 0.0018468352500349283, 0.0010773519752547145, 0.0007401323528029025, 0.0005347650730982423, 0.0008786393445916474]
